name,mob_id,source_url,image_url,face_shape,eye_style,expression,body_type,color_tone,human_like,animal_like,blob_like,ghost_like,object_like,plant_like,cute_level,dark_level,power_level,energy,shape_tag,eye_tag,expression_tag,species_tag,mood_tag,color_tag,size_tag,feature_tag,match_tags,match_note
커즈아이,3230100,https://mapledb.kr/search.php?q=3230100&t=mob,https://maplestory.io/api/KMS/389/mob/3230100/render/stand,round,big,playful,blob,green,0,0,10,0,0,0,7,2,4,6,round,big-eye,playful,blob,cute,green,medium,jelly,"round,big-eye,playful,blob,cute,green,medium,jelly","둥글고 귀여운 외형으로, 장난기 있는 인상의 사람과 잘 어울림"
주니어 레이스,3230101,https://mapledb.kr/search.php?q=3230101&t=mob,https://maplestory.io/api/KMS/389/mob/3230101/render/stand,none,big,gentle,ghost,cool,0,0,0,10,0,0,6,2,1,4,no-face,big-eye,gentle,ghost,calm,blue,small,shadow,"no-face,big-eye,gentle,ghost,calm,blue,small,shadow","부드럽고 온화한 분위기로, 차분한 인상의 사람과 잘 어울림"
로랑,3230102,https://mapledb.kr/search.php?q=3230102&t=mob,https://maplestory.io/api/KMS/389/mob/3230102/render/stand,round,big,playful,animal,red,0,10,0,0,0,0,7,1,4,6,round,big-eye,playful,animal,cute,red,small,pet-like,"round,big-eye,playful,animal,cute,red,small,pet-like","귀엽고 장난기 가득한 외형으로, 유머러스한 인상의 사람과 잘 어울림"
킹 블록퍼스,3230103,https://mapledb.kr/search.php?q=3230103&t=mob,https://maplestory.io/api/KMS/389/mob/3230103/render/stand,round,simple,playful,blob,mixed,0,0,10,0,0,0,9,0,2,6,round,simple-eye,playful,blob,cute,pink,small,jelly,"round,simple-eye,playful,blob,cute,pink,small,jelly",둥글고 말랑한 외형으로 귀엽고 장난기 있는 인상의 사람과 매칭하기 좋음
마스크피쉬,3230104,https://mapledb.kr/search.php?q=3230104&t=mob,https://maplestory.io/api/KMS/389/mob/3230104/render/stand,round,simple,playful,fish,bright,0,0,0,0,0,0,7,0,2,6,round,simple-eye,playful,fish,cute,orange,small,pet-like,"round,simple-eye,playful,fish,cute,orange,small,pet-like","둥글고 귀여운 외형으로, 장난기 있는 인상의 사람과 매칭하기 좋음"
스타픽시,3230200,https://mapledb.kr/search.php?q=3230200&t=mob,https://maplestory.io/api/KMS/389/mob/3230200/render/stand,round,big,happy,blob,bright,0,0,10,0,0,0,9,0,2,6,round,big-eye,happy,blob,cute,pink,small,jelly,"round,big-eye,happy,blob,cute,pink,small,jelly","둥글고 귀여운 외형으로, 밝고 행복한 인상의 사람과 잘 어울림"
주니어 부기,3230300,https://mapledb.kr/search.php?q=3230300&t=mob,https://maplestory.io/api/KMS/389/mob/3230300/render/stand,round,big,happy,blob,neutral,0,0,10,0,0,0,9,0,2,6,round,big-eye,happy,blob,cute,gray,small,jelly,"round,big-eye,happy,blob,cute,gray,small,jelly","둥글고 귀여운 외형으로, 밝고 긍정적인 인상의 사람과 잘 어울림"
블록퍼스,3230302,https://mapledb.kr/search.php?q=3230302&t=mob,https://maplestory.io/api/KMS/389/mob/3230302/render/stand,round,simple,playful,blob,cool,0,0,10,0,0,0,9,1,2,6,round,simple-eye,playful,blob,cute,purple,small,jelly,"round,simple-eye,playful,blob,cute,purple,small,jelly",둥글고 말랑한 외형으로 귀엽고 장난기 있는 인상의 사람과 매칭하기 좋음
핑크세이버,3230303,https://mapledb.kr/search.php?q=3230303&t=mob,https://maplestory.io/api/KMS/389/mob/3230303/render/stand,none,none,none,object,bright,0,0,0,0,10,0,5,1,4,6,no-face,no-eye,blank,object,bright,pink,medium,render-risk,"no-face,no-eye,blank,object,bright,pink,medium,render-risk",비행기 형태로 사람과의 매칭이 어려운 특이한 외형
스카이세이버,3230304,https://mapledb.kr/search.php?q=3230304&t=mob,https://maplestory.io/api/KMS/389/mob/3230304/render/stand,none,none,none,object,cool,0,0,0,0,10,0,2,0,5,6,no-face,no-eye,blank,object,cool,blue,medium,render-risk,"no-face,no-eye,blank,object,cool,blue,medium,render-risk",비행기 형태로 사람과의 매칭이 어려운 객체형 몬스터
장난감 목마,3230305,https://mapledb.kr/search.php?q=3230305&t=mob,https://maplestory.io/api/KMS/389/mob/3230305/render/stand,round,simple,playful,object,mixed,5,0,0,0,5,0,6,1,4,5,round,simple-eye,playful,object,cute,brown,medium,npc-like,"round,simple-eye,playful,object,cute,brown,medium,npc-like",장난감 목마의 귀엽고 둥근 외형은 장난기 가득한 사람과 잘 어울림
크로노스,3230306,https://mapledb.kr/search.php?q=3230306&t=mob,https://maplestory.io/api/KMS/389/mob/3230306/render/stand,round,big,scary,ghost,cool,0,0,0,10,0,0,1,8,5,4,round,big-eye,scary,ghost,dark,blue,small,shadow,"round,big-eye,scary,ghost,dark,blue,small,shadow",둥글고 무서운 외형이라 신비롭고 어두운 분위기의 사람과 매칭하기 좋음
처프,3230307,https://mapledb.kr/search.php?q=3230307&t=mob,https://maplestory.io/api/KMS/389/mob/3230307/render/stand,round,big,playful,animal,blue,0,10,0,0,0,0,9,0,2,6,round,big-eye,playful,animal,cute,blue,small,pet-like,"round,big-eye,playful,animal,cute,blue,small,pet-like","귀엽고 장난기 가득한 외형으로, 친근한 인상의 사람과 매칭하기 좋음"
트위터,3230308,https://mapledb.kr/search.php?q=3230308&t=mob,https://maplestory.io/api/KMS/389/mob/3230308/render/stand,round,big,playful,animal,bright,0,10,0,0,0,0,7,1,4,6,round,big-eye,playful,animal,cute,pink,small,pet-like,"round,big-eye,playful,animal,cute,pink,small,pet-like","귀엽고 둥글며 장난기 가득한 외형으로, 사랑스러운 인상의 사람과 잘 어울림"
북치는 토끼,3230400,https://mapledb.kr/search.php?q=3230400&t=mob,https://maplestory.io/api/KMS/389/mob/3230400/render/stand,round,big,happy,animal,neutral,0,10,0,0,0,0,9,0,2,6,round,big-eye,happy,animal,cute,gray,small,pet-like,"round,big-eye,happy,animal,cute,gray,small,pet-like","귀엽고 둥글며 활기찬 외형으로, 사랑스러운 인상의 사람과 잘 어울림"
주니어 씰,3230405,https://mapledb.kr/search.php?q=3230405&t=mob,https://maplestory.io/api/KMS/389/mob/3230405/render/stand,round,simple,happy,blob,mixed,0,0,10,0,0,0,9,0,2,4,round,simple-eye,happy,blob,cute,pink,small,jelly,"round,simple-eye,happy,blob,cute,pink,small,jelly",둥글고 말랑한 외형이라 귀엽고 단순한 인상의 사람과 매칭하기 좋음
아이언 호그(히든),4090000,https://mapledb.kr/search.php?q=4090000&t=mob,https://maplestory.io/api/KMS/389/mob/4090000/render/stand,round,simple,angry,animal,mixed,0,10,0,0,0,0,2,3,6,4,round,simple-eye,angry,animal,strong,gray,medium,monster-like,"round,simple-eye,angry,animal,strong,gray,medium,monster-like","둥글고 강한 인상의 외형으로, 힘이 넘치는 사람과 매칭하기 좋음"
아이언 뮤테,4110300,https://mapledb.kr/search.php?q=4110300&t=mob,https://maplestory.io/api/KMS/389/mob/4110300/render/stand,none,simple,blank,object,neutral,0,0,0,0,10,0,2,0,4,3,no-face,simple-eye,blank,object,calm,gray,medium,robot,"no-face,simple-eye,blank,object,calm,gray,medium,robot","무표정하고 단순한 형태로, 기계적이고 차분한 인상의 사람과 매칭하기 좋음"
강화된 아이언 뮤테,4110301,https://mapledb.kr/search.php?q=4110301&t=mob,https://maplestory.io/api/KMS/389/mob/4110301/render/stand,none,none,none,object,neutral,0,0,0,0,10,0,1,0,5,3,no-face,no-eye,blank,object,hard,gray,medium,metal,"no-face,no-eye,blank,object,hard,gray,medium,metal",기계적인 형태로 사람과의 매칭이 어려운 객체형 몬스터
미스릴 뮤테,4110302,https://mapledb.kr/search.php?q=4110302&t=mob,https://maplestory.io/api/KMS/389/mob/4110302/render/stand,round,simple,playful,blob,cool,0,0,10,0,0,0,7,2,4,6,round,simple-eye,playful,blob,cute,blue,small,jelly,"round,simple-eye,playful,blob,cute,blue,small,jelly",둥글고 말랑한 외형으로 귀엽고 장난기 있는 인상의 사람과 매칭하기 좋음
카파 드레이크,4130100,https://mapledb.kr/search.php?q=4130100&t=mob,https://maplestory.io/api/KMS/389/mob/4130100/render/stand,wide,big,playful,animal,green,0,10,0,0,0,0,7,2,5,6,wide-face,big-eye,playful,animal,cute,green,medium,pet-like,"wide-face,big-eye,playful,animal,cute,green,medium,pet-like","귀엽고 장난기 가득한 외형으로, 친근한 인상의 사람과 매칭하기 좋음"
엄티,4130101,https://mapledb.kr/search.php?q=4130101&t=mob,https://maplestory.io/api/KMS/389/mob/4130101/render/stand,round,big,happy,animal,green,0,10,0,0,0,0,9,0,2,4,round,big-eye,happy,animal,cute,green,small,pet-like,"round,big-eye,happy,animal,cute,green,small,pet-like","귀엽고 둥글며 큰 눈을 가진 외형으로, 사랑스러운 인상의 사람과 잘 어울림"
다크 네펜데스,4130102,https://mapledb.kr/search.php?q=4130102&t=mob,https://maplestory.io/api/KMS/389/mob/4130102/render/stand,none,none,mysterious,plant,dark,0,0,0,0,0,10,2,8,5,4,no-face,no-eye,mysterious,plant,dark,black,medium,wood,"no-face,no-eye,mysterious,plant,dark,black,medium,wood","어두운 분위기와 신비로운 외형으로, 신비로운 느낌의 사람과 매칭하기 좋음"
롬바드,4130103,https://mapledb.kr/search.php?q=4130103&t=mob,https://maplestory.io/api/KMS/389/mob/4130103/render/stand,none,none,none,object,mixed,0,0,0,0,10,0,4,2,6,7,square,no-eye,blank,object,cool,mixed-color,medium,robot,"square,no-eye,blank,object,cool,mixed-color,medium,robot",기계적인 외형으로 강하고 시원한 인상의 사람과 매칭하기 좋음
세르프,4220000,https://mapledb.kr/search.php?q=4220000&t=mob,https://maplestory.io/api/KMS/389/mob/4220000/render/stand,round,big,playful,blob,bright,0,0,10,0,0,0,9,0,2,6,round,big-eye,playful,blob,cute,red,small,jelly,"round,big-eye,playful,blob,cute,red,small,jelly","둥글고 귀여운 외형으로, 밝고 장난기 있는 인상의 사람과 매칭하기 좋음"
콜드아이,4230100,https://mapledb.kr/search.php?q=4230100&t=mob,https://maplestory.io/api/KMS/389/mob/4230100/render/stand,none,big,scary,ghost,dark,0,0,0,10,0,0,1,8,6,4,no-face,big-eye,scary,ghost,dark,black,medium,undead,"no-face,big-eye,scary,ghost,dark,black,medium,undead",어두운 분위기와 무서운 외형으로 신비롭고 강렬한 인상의 사람과 매칭하기 좋음
좀비루팡,4230101,https://mapledb.kr/search.php?q=4230101&t=mob,https://maplestory.io/api/KMS/389/mob/4230101/render/stand,round,big,playful,animal,neutral,0,10,0,0,0,0,7,0,2,6,round,big-eye,playful,animal,cute,gray,small,pet-like,"round,big-eye,playful,animal,cute,gray,small,pet-like","귀엽고 장난기 있는 외형으로, 친근한 인상의 사람과 매칭하기 좋음"
레이스,4230102,https://mapledb.kr/search.php?q=4230102&t=mob,https://maplestory.io/api/KMS/389/mob/4230102/render/stand,none,simple,mysterious,ghost,cool,0,0,0,10,0,0,2,7,4,3,no-face,no-eye,mysterious,ghost,dark,blue,small,shadow,"no-face,no-eye,mysterious,ghost,dark,blue,small,shadow",신비로운 외형으로 어두운 분위기를 가진 사람과 매칭하기 좋음
아이언 호그,4230103,https://mapledb.kr/search.php?q=4230103&t=mob,https://maplestory.io/api/KMS/389/mob/4230103/render/stand,round,simple,angry,animal,mixed,0,10,0,0,0,0,2,3,6,4,round,simple-eye,angry,animal,strong,gray,medium,metal,"round,simple-eye,angry,animal,strong,gray,medium,metal","강한 인상과 둥근 외형으로, 힘 있는 사람과 매칭하기 좋음"
클랑,4230104,https://mapledb.kr/search.php?q=4230104&t=mob,https://maplestory.io/api/KMS/389/mob/4230104/render/stand,round,big,happy,animal,neutral,0,10,0,0,0,0,7,0,4,6,round,big-eye,happy,animal,cute,gray,small,pet-like,"round,big-eye,happy,animal,cute,gray,small,pet-like","귀엽고 둥글며 큰 눈을 가진 외형으로, 사랑스러운 인상의 사람과 잘 어울림"
네펜데스,4230105,https://mapledb.kr/search.php?q=4230105&t=mob,https://maplestory.io/api/KMS/389/mob/4230105/render/stand,round,simple,mysterious,plant,bright,0,0,0,0,0,10,5,2,4,6,round,simple-eye,mysterious,plant,magic,pink,small,wood,"round,simple-eye,mysterious,plant,magic,pink,small,wood",신비로운 외형으로 독특한 분위기를 가진 사람과 매칭하기 좋음
루나픽시,4230106,https://mapledb.kr/search.php?q=4230106&t=mob,https://maplestory.io/api/KMS/389/mob/4230106/render/stand,round,big,playful,ghost,neutral,0,0,0,10,0,0,7,2,4,6,round,big-eye,playful,ghost,cute,purple,small,npc-like,"round,big-eye,playful,ghost,cute,purple,small,npc-like","둥글고 귀여운 유령 형태로, 장난기 가득한 인상의 사람과 매칭하기 좋음"
주니어 불독,4230108,https://mapledb.kr/search.php?q=4230108&t=mob,https://maplestory.io/api/KMS/389/mob/4230108/render/stand,round,simple,playful,animal,mixed,0,10,0,0,0,0,7,1,4,6,round,simple-eye,playful,animal,cute,brown,small,pet-like,"round,simple-eye,playful,animal,cute,brown,small,pet-like","둥글고 귀여운 외형으로, 장난기 가득한 인상의 사람과 매칭하기 좋음"
블록골렘,4230109,https://mapledb.kr/search.php?q=4230109&t=mob,https://maplestory.io/api/KMS/389/mob/4230109/render/stand,square,none,blank,object,neutral,0,0,0,0,10,0,2,0,7,4,square,no-eye,blank,object,hard,yellow,medium,stone,"square,no-eye,blank,object,hard,yellow,medium,stone",각진 형태와 단순한 디자인으로 강한 인상의 사람과 매칭하기 좋음
킹 블록골렘,4230110,https://mapledb.kr/search.php?q=4230110&t=mob,https://maplestory.io/api/KMS/389/mob/4230110/render/stand,square,none,blank,object,neutral,0,0,0,0,10,0,2,3,7,4,square,no-eye,blank,object,strong,gray,medium,stone,"square,no-eye,blank,object,strong,gray,medium,stone",단단하고 각진 외형으로 강한 인상의 사람과 매칭하기 좋음
로보토이,4230111,https://mapledb.kr/search.php?q=4230111&t=mob,https://maplestory.io/api/KMS/389/mob/4230111/render/stand,square,big,playful,object,blue,0,0,0,0,10,0,6,1,4,7,square,big-eye,playful,object,cool,blue,medium,robot,"square,big-eye,playful,object,cool,blue,medium,robot",로봇 형태로 귀엽고 장난기 있는 인상의 사람과 매칭하기 좋음
마스터 로보,4230112,https://mapledb.kr/search.php?q=4230112&t=mob,https://maplestory.io/api/KMS/389/mob/4230112/render/stand,square,simple,blank,object,neutral,0,0,0,0,10,0,2,0,5,6,square,simple-eye,blank,object,cool,gray,medium,robot,"square,simple-eye,blank,object,cool,gray,medium,robot",기계적인 외형으로 차가운 인상의 사람과 매칭하기 좋음
틱톡,4230113,https://mapledb.kr/search.php?q=4230113&t=mob,https://maplestory.io/api/KMS/389/mob/4230113/render/stand,round,big,playful,blob,bright,0,0,10,0,0,0,9,0,2,6,round,big-eye,playful,blob,cute,white,small,jelly,"round,big-eye,playful,blob,cute,white,small,jelly","둥글고 귀여운 외형으로, 밝고 장난기 있는 인상의 사람과 잘 어울림"
플래툰 크로노스,4230114,https://mapledb.kr/search.php?q=4230114&t=mob,https://maplestory.io/api/KMS/389/mob/4230114/render/stand,none,simple,scary,ghost,dark,0,0,0,10,0,0,1,9,7,4,no-face,no-eye,scary,ghost,dark,black,medium,shadow,"no-face,no-eye,scary,ghost,dark,black,medium,shadow","어두운 분위기와 무서운 인상으로, 신비롭고 음산한 느낌의 사람과 매칭하기 좋음"
마스터 크로노스,4230115,https://mapledb.kr/search.php?q=4230115&t=mob,https://maplestory.io/api/KMS/389/mob/4230115/render/stand,round,big,scary,ghost,dark,0,0,0,10,0,0,1,8,5,4,round,big-eye,scary,ghost,dark,black,medium,shadow,"round,big-eye,scary,ghost,dark,black,medium,shadow",둥글고 무서운 외형이라 신비롭고 어두운 분위기의 사람과 매칭하기 좋음
바나드 그레이,4230116,https://mapledb.kr/search.php?q=4230116&t=mob,https://maplestory.io/api/KMS/389/mob/4230116/render/stand,round,big,playful,blob,blue,0,0,10,0,0,0,9,0,2,6,round,big-eye,playful,blob,cute,blue,small,jelly,"round,big-eye,playful,blob,cute,blue,small,jelly","둥글고 귀여운 외형으로, 장난기 가득한 인상의 사람과 매칭하기 좋음"
울트라 그레이,4230118,https://mapledb.kr/search.php?q=4230118&t=mob,https://maplestory.io/api/KMS/389/mob/4230118/render/stand,round,big,playful,blob,cool,0,0,10,0,0,0,7,1,4,6,round,big-eye,playful,blob,cool,blue,small,jelly,"round,big-eye,playful,blob,cool,blue,small,jelly","둥글고 귀여운 외형으로, 장난기 가득한 인상의 사람과 잘 어울림"
마티안,4230119,https://mapledb.kr/search.php?q=4230119&t=mob,https://maplestory.io/api/KMS/389/mob/4230119/render/stand,round,simple,playful,blob,cool,0,0,10,0,0,0,7,2,4,6,round,simple-eye,playful,blob,cute,blue,small,jelly,"round,simple-eye,playful,blob,cute,blue,small,jelly",둥글고 말랑한 외형으로 귀엽고 장난기 있는 인상의 사람과 매칭하기 좋음
플라티안,4230120,https://mapledb.kr/search.php?q=4230120&t=mob,https://maplestory.io/api/KMS/389/mob/4230120/render/stand,round,big,playful,blob,mixed,0,0,10,0,0,0,7,1,4,6,round,big-eye,playful,blob,cute,purple,small,jelly,"round,big-eye,playful,blob,cute,purple,small,jelly","둥글고 귀여운 외형으로, 장난기 가득한 인상의 사람과 잘 어울림"
메카티안,4230121,https://mapledb.kr/search.php?q=4230121&t=mob,https://maplestory.io/api/KMS/389/mob/4230121/render/stand,round,big,playful,object,cool,0,0,0,0,10,0,6,2,4,7,round,big-eye,playful,object,cool,blue,medium,robot,"round,big-eye,playful,object,cool,blue,medium,robot",둥글고 장난기 가득한 외형이라 유머러스한 인상의 사람과 매칭하기 좋음
스파커,4230123,https://mapledb.kr/search.php?q=4230123&t=mob,https://maplestory.io/api/KMS/389/mob/4230123/render/stand,round,big,playful,blob,blue,0,0,10,0,0,0,9,0,4,6,round,big-eye,playful,blob,cute,blue,medium,jelly,"round,big-eye,playful,blob,cute,blue,medium,jelly",둥글고 말랑한 외형으로 귀엽고 장난기 있는 인상의 사람과 매칭하기 좋음
프리져,4230124,https://mapledb.kr/search.php?q=4230124&t=mob,https://maplestory.io/api/KMS/389/mob/4230124/render/stand,round,big,playful,blob,cool,0,0,10,0,0,0,9,0,4,6,round,big-eye,playful,blob,cute,blue,medium,jelly,"round,big-eye,playful,blob,cute,blue,medium,jelly",둥글고 말랑한 외형과 장난스러운 표정이 귀여운 인상의 사람과 잘 어울림
스켈독,4230125,https://mapledb.kr/search.php?q=4230125&t=mob,https://maplestory.io/api/KMS/389/mob/4230125/render/stand,none,simple,scary,ghost,neutral,0,0,0,10,0,0,1,8,5,4,no-face,no-eye,scary,ghost,dark,gray,small,undead,"no-face,no-eye,scary,ghost,dark,gray,small,undead","어두운 분위기와 무서운 인상으로, 신비롭고 음산한 느낌의 사람과 매칭하기 좋음"
머미독,4230126,https://mapledb.kr/search.php?q=4230126&t=mob,https://maplestory.io/api/KMS/389/mob/4230126/render/stand,none,simple,scary,ghost,dark,0,0,0,10,0,0,1,8,6,4,no-face,no-eye,scary,ghost,dark,black,medium,undead,"no-face,no-eye,scary,ghost,dark,black,medium,undead","어두운 분위기와 무서운 인상으로, 강렬한 캐릭터와 매칭하기 좋음"
푸퍼,4230200,https://mapledb.kr/search.php?q=4230200&t=mob,https://maplestory.io/api/KMS/389/mob/4230200/render/stand,round,big,playful,blob,blue,0,0,10,0,0,0,9,1,2,6,round,big-eye,playful,blob,cute,blue,small,jelly,"round,big-eye,playful,blob,cute,blue,small,jelly",둥글고 말랑한 외형으로 귀엽고 장난기 있는 인상의 사람과 매칭하기 좋음
포이즌 푸퍼,4230201,https://mapledb.kr/search.php?q=4230201&t=mob,https://maplestory.io/api/KMS/389/mob/4230201/render/stand,round,big,playful,blob,cool,0,0,10,0,0,0,9,1,2,6,round,big-eye,playful,blob,cute,purple,small,jelly,"round,big-eye,playful,blob,cute,purple,small,jelly",둥글고 말랑한 외형으로 귀엽고 장난기 있는 인상의 사람과 매칭하기 좋음
월묘,4230300,https://mapledb.kr/search.php?q=4230300&t=mob,https://maplestory.io/api/KMS/389/mob/4230300/render/stand,round,big,happy,animal,mixed,0,10,0,0,0,0,9,0,2,6,round,big-eye,happy,animal,cute,white,small,pet-like,"round,big-eye,happy,animal,cute,white,small,pet-like","귀엽고 둥글며, 큰 눈을 가진 외형으로 사랑스러운 인상의 사람과 매칭하기 좋음"
아이언보어,4230400,https://mapledb.kr/search.php?q=4230400&t=mob,https://maplestory.io/api/KMS/389/mob/4230400/render/stand,round,simple,scary,animal,neutral,0,10,0,0,0,0,2,5,7,6,round,simple-eye,scary,animal,dark,gray,medium,monster-like,"round,simple-eye,scary,animal,dark,gray,medium,monster-like",둥글고 무서운 외형이라 강렬한 인상의 사람과 매칭하기 좋음
별다람쥐,4230500,https://mapledb.kr/search.php?q=4230500&t=mob,https://maplestory.io/api/KMS/389/mob/4230500/render/stand,round,big,happy,animal,mixed,0,10,0,0,0,0,9,0,2,6,round,big-eye,happy,animal,cute,brown,small,pet-like,"round,big-eye,happy,animal,cute,brown,small,pet-like","귀엽고 둥글며 활기찬 외형으로, 사랑스러운 인상의 사람과 잘 어울림"
호저,4230501,https://mapledb.kr/search.php?q=4230501&t=mob,https://maplestory.io/api/KMS/389/mob/4230501/render/stand,round,simple,playful,animal,neutral,0,10,0,0,0,0,7,1,4,6,round,simple-eye,playful,animal,cute,gray,small,pet-like,"round,simple-eye,playful,animal,cute,gray,small,pet-like","둥글고 귀여운 외형으로, 장난기 있는 인상의 사람과 매칭하기 좋음"
흑저,4230502,https://mapledb.kr/search.php?q=4230502&t=mob,https://maplestory.io/api/KMS/389/mob/4230502/render/stand,round,big,playful,animal,neutral,0,10,0,0,0,0,7,1,4,6,round,big-eye,playful,animal,cute,gray,small,pet-like,"round,big-eye,playful,animal,cute,gray,small,pet-like","귀엽고 장난기 있는 외형으로, 친근한 인상의 사람과 매칭하기 좋음"
청화사,4230503,https://mapledb.kr/search.php?q=4230503&t=mob,https://maplestory.io/api/KMS/389/mob/4230503/render/stand,round,big,gentle,blob,blue,0,0,10,0,0,0,9,0,2,6,round,big-eye,gentle,blob,cute,blue,small,jelly,"round,big-eye,gentle,blob,cute,blue,small,jelly",둥글고 부드러운 외형으로 귀엽고 온화한 인상의 사람과 잘 어울림
홍화사,4230504,https://mapledb.kr/search.php?q=4230504&t=mob,https://maplestory.io/api/KMS/389/mob/4230504/render/stand,round,sleepy,gentle,blob,mixed,0,0,10,0,0,0,9,0,2,4,round,sleepy-eye,gentle,blob,cute,pink,small,jelly,"round,sleepy-eye,gentle,blob,cute,pink,small,jelly",둥글고 말랑한 외형이라 귀엽고 부드러운 인상의 사람과 매칭하기 좋음
단지,4230505,https://mapledb.kr/search.php?q=4230505&t=mob,https://maplestory.io/api/KMS/389/mob/4230505/render/stand,round,simple,happy,blob,neutral,0,0,10,0,0,0,7,1,2,4,round,simple-eye,happy,blob,cute,gray,small,jelly,"round,simple-eye,happy,blob,cute,gray,small,jelly",둥글고 말랑한 외형이라 귀엽고 단순한 인상의 사람과 매칭하기 좋음
삼단지,4230506,https://mapledb.kr/search.php?q=4230506&t=mob,https://maplestory.io/api/KMS/389/mob/4230506/render/stand,round,simple,gentle,plant,neutral,0,0,0,0,0,10,7,1,2,4,round,simple-eye,gentle,plant,cute,brown,small,wood,"round,simple-eye,gentle,plant,cute,brown,small,wood",부드럽고 둥근 외형으로 귀엽고 온화한 인상의 사람과 매칭하기 좋음
원로 그레이,4240000,https://mapledb.kr/search.php?q=4240000&t=mob,https://maplestory.io/api/KMS/389/mob/4240000/render/stand,round,big,mysterious,ghost,dark,0,0,0,10,0,0,2,8,5,4,round,big-eye,mysterious,ghost,dark,gray,medium,shadow,"round,big-eye,mysterious,ghost,dark,gray,medium,shadow",신비로운 분위기와 둥근 외형으로 어두운 느낌의 사람과 매칭하기 좋음
이끼 달팽이,4250000,https://mapledb.kr/search.php?q=4250000&t=mob,https://maplestory.io/api/KMS/389/mob/4250000/render/stand,round,big,playful,blob,green,0,0,10,0,0,0,7,1,2,6,round,big-eye,playful,blob,cute,green,small,jelly,"round,big-eye,playful,blob,cute,green,small,jelly","둥글고 귀여운 외형으로, 장난기 있는 인상의 사람과 잘 어울림"
셰이드,5090000,https://mapledb.kr/search.php?q=5090000&t=mob,https://maplestory.io/api/KMS/389/mob/5090000/render/stand,none,big,mysterious,ghost,dark,0,0,0,10,0,0,1,8,4,3,no-face,big-eye,mysterious,ghost,dark,black,small,shadow,"no-face,big-eye,mysterious,ghost,dark,black,small,shadow","어두운 분위기와 신비로운 외형으로, 미스터리한 인상의 사람과 매칭하기 좋음"
선인인형,5090001,https://mapledb.kr/search.php?q=5090001&t=mob,https://maplestory.io/api/KMS/389/mob/5090001/render/stand,round,simple,gentle,object,neutral,0,0,0,0,10,0,6,2,4,3,round,simple-eye,gentle,object,calm,gray,medium,npc-like,"round,simple-eye,gentle,object,calm,gray,medium,npc-like",부드럽고 둥근 외형으로 차분한 인상의 사람과 매칭하기 좋음
주니어 예티,5100000,https://mapledb.kr/search.php?q=5100000&t=mob,https://maplestory.io/api/KMS/389/mob/5100000/render/stand,round,simple,happy,blob,neutral,0,0,10,0,0,0,9,1,2,4,round,simple-eye,happy,blob,cute,white,small,jelly,"round,simple-eye,happy,blob,cute,white,small,jelly",둥글고 말랑한 외형이라 귀엽고 단순한 인상의 사람과 매칭하기 좋음
파이어봄,5100002,https://mapledb.kr/search.php?q=5100002&t=mob,https://maplestory.io/api/KMS/389/mob/5100002/render/stand,round,simple,playful,blob,warm,0,0,10,0,0,0,7,2,4,6,round,simple-eye,playful,blob,bright,red,small,fire,"round,simple-eye,playful,blob,bright,red,small,fire",둥글고 불꽃 같은 외형이라 밝고 장난기 있는 인상의 사람과 매칭하기 좋음
호돌이,5100003,https://mapledb.kr/search.php?q=5100003&t=mob,https://maplestory.io/api/KMS/389/mob/5100003/render/stand,wide,sharp,angry,animal,mixed,0,10,0,0,0,0,2,3,7,6,wide-face,sharp-eye,angry,animal,wild,orange,medium,pet-like,"wide-face,sharp-eye,angry,animal,wild,orange,medium,pet-like",강렬한 표정과 동물적인 외형으로 강하고 에너지가 넘치는 사람과 매칭하기 좋음
삼미호,5100004,https://mapledb.kr/search.php?q=5100004&t=mob,https://maplestory.io/api/KMS/389/mob/5100004/render/stand,small,big,happy,animal,warm,0,10,0,0,0,0,9,0,2,6,small-face,big-eye,happy,animal,cute,orange,small,pet-like,"small-face,big-eye,happy,animal,cute,orange,small,pet-like","작고 귀여운 외형으로, 밝고 행복한 인상의 사람과 잘 어울림"
호걸,5100005,https://mapledb.kr/search.php?q=5100005&t=mob,https://maplestory.io/api/KMS/389/mob/5100005/render/stand,wide,sharp,angry,animal,bright,0,10,0,0,0,0,2,3,7,6,wide-face,sharp-eye,angry,animal,strong,yellow,medium,monster-like,"wide-face,sharp-eye,angry,animal,strong,yellow,medium,monster-like",강렬한 표정과 넓은 얼굴형으로 강한 인상을 주는 사람과 매칭하기 좋음
강화된 미스릴 뮤테,5110300,https://mapledb.kr/search.php?q=5110300&t=mob,https://maplestory.io/api/KMS/389/mob/5110300/render/stand,round,simple,playful,blob,cool,0,0,10,0,0,0,7,2,4,6,round,simple-eye,playful,blob,cute,purple,small,jelly,"round,simple-eye,playful,blob,cute,purple,small,jelly",둥글고 말랑한 외형으로 귀엽고 장난기 있는 인상의 사람과 매칭하기 좋음
로이드,5110301,https://mapledb.kr/search.php?q=5110301&t=mob,https://maplestory.io/api/KMS/389/mob/5110301/render/stand,round,simple,playful,object,neutral,0,0,0,0,10,0,5,1,2,4,round,simple-eye,playful,object,cool,gray,small,npc-like,"round,simple-eye,playful,object,cool,gray,small,npc-like",둥글고 장난기 있는 외형이라 유머러스한 인상의 사람과 매칭하기 좋음
