name,mob_id,source_url,face_shape,vibe,cute_level,dark_level,power_level,description,image_url,human_match_score,face_visibility,object_like,animal_like,plant_like,eye_style,mouth_style,body_type,color_tone,match_tags,match_note
주니어 레이스,3230101,https://mapledb.kr/search.php?q=3230101&t=mob,round,cute,8,2,3,"둥글고 부드러운 외형, 귀엽고 순한 인상",https://maplestory.io/api/KMS/389/mob/3230101/render/stand,5,3,6,2,1,big,none,blob,bright,"귀여운,둥글고 부드러운,순한 인상,몽환적인,애니메이션","부드러운 외형과 큰 눈으로 인해 사람 얼굴과의 매칭 가능성이 있지만, 얼굴이 잘 보이지 않아 점수가 낮음."
로랑,3230102,https://mapledb.kr/search.php?q=3230102&t=mob,round,cute,8,1,3,동글동글하고 귀여운 인상,https://maplestory.io/api/KMS/389/mob/3230102/render/stand,4,7,5,6,1,big,smile,animal,bright,"귀여운,동글동글,바다생물,애니메이션,로랑","귀여운 크랩 캐릭터로, 사람 얼굴과의 매칭은 낮지만 동글한 형태로 친근감이 느껴짐."
킹 블록퍼스,3230103,https://mapledb.kr/search.php?q=3230103&t=mob,round,cute,8,1,3,둥글고 부드러운 외형으로 귀여운 인상,https://maplestory.io/api/KMS/389/mob/3230103/render/stand,4,3,7,2,1,none,none,object,bright,"귀여운,둥글다,부드러운,왕관,핑크색",사람 얼굴과의 유사성은 낮지만 귀여운 외형으로 매칭 가능성 있음.
마스크피쉬,3230104,https://mapledb.kr/search.php?q=3230104&t=mob,round,cute,8,2,3,둥글고 부드러운 형태로 차분한 인상,https://maplestory.io/api/KMS/389/mob/3230104/render/stand,4,5,7,3,1,none,smile,fish,bright,"귀여운,물고기,둥글다,부드러운,차분한","부드러운 형태와 귀여운 인상으로 사람 얼굴과의 매칭 가능성이 낮지만, 귀여운 특성으로 인해 일부 사람들과 닮을 수 있음."
스타픽시,3230200,https://mapledb.kr/search.php?q=3230200&t=mob,round,cute,9,1,2,둥글고 귀여운 외형에 부드러운 인상,https://maplestory.io/api/KMS/389/mob/3230200/render/stand,7,8,2,1,1,big,smile,blob,bright,"귀여운,둥글고,마법사,부드러운,상상력",스타픽시는 귀여운 외형과 둥근 얼굴로 사람 얼굴 닮은꼴 테스트에 적합하다.
주니어 부기,3230300,https://mapledb.kr/search.php?q=3230300&t=mob,round,cute,8,1,2,"둥글고 귀여운 외형, 순한 인상",https://maplestory.io/api/KMS/389/mob/3230300/render/stand,6,7,3,2,1,big,neutral,blob,bright,"귀여운,둥글다,순한,부드러운,작은",주니어 부기는 귀엽고 둥근 외형으로 사람 얼굴과의 닮은꼴 매칭이 가능하다.
블록퍼스,3230302,https://mapledb.kr/search.php?q=3230302&t=mob,round,playful,8,2,3,"둥글고 기묘한 외형으로, 약간의 신비로운 분위기를 가진 몬스터",https://maplestory.io/api/KMS/389/mob/3230302/render/stand,4,3,7,2,1,none,none,object,bright,"귀여운,신비로운,플레이풀,둥글다,물체","사람 얼굴 닮은꼴 매칭 관점에서 물체에 가까운 형태로, 얼굴이 잘 보이지 않음."
핑크세이버,3230303,https://mapledb.kr/search.php?q=3230303&t=mob,none,playful,6,1,5,각지고 단단하며 전투적인 인상,https://maplestory.io/api/KMS/389/mob/3230303/render/stand,2,1,8,1,1,none,none,object,bright,"비행기,장난감,귀여운,핑크,전투적","사람 얼굴 닮은꼴 매칭 관점에서 낮은 점수, 비행기 형태로 얼굴이 없음."
스카이세이버,3230304,https://mapledb.kr/search.php?q=3230304&t=mob,none,cool,3,2,5,각지고 단단하며 무표정한 인상,https://maplestory.io/api/KMS/389/mob/3230304/render/stand,2,1,9,1,1,none,none,object,blue,"비행기,기계,차가운,강한,무표정","사람 얼굴 닮은꼴 매칭 관점에서 낮은 점수, 기계적 형태로 인식됨."
장난감 목마,3230305,https://mapledb.kr/search.php?q=3230305&t=mob,none,playful,7,2,5,부드러운 세로형 외형과 무표정한 인상,https://maplestory.io/api/KMS/389/mob/3230305/render/stand,3,2,8,3,1,none,none,object,bright,"장난감,목마,유희,귀여운,놀이","사람의 얼굴이 보이지 않아 닮은꼴 매칭이 낮지만, 장난감의 귀여움이 느껴짐."
크로노스,3230306,https://mapledb.kr/search.php?q=3230306&t=mob,round,mysterious,3,8,5,"둥글고 기괴한 인상, 신비롭고 음산한 분위기",https://maplestory.io/api/KMS/389/mob/3230306/render/stand,2,3,7,1,1,none,neutral,blob,dark,"신비로운,기괴한,어두운,몬스터,둥글고,크로노스","사람 얼굴과의 유사성이 낮고, 기괴한 형태로 인해 식물이나 사물에 더 가까운 모습."
처프,3230307,https://mapledb.kr/search.php?q=3230307&t=mob,round,cute,8,1,3,둥글고 부드러운 외형으로 귀여운 인상,https://maplestory.io/api/KMS/389/mob/3230307/render/stand,6,7,2,3,1,big,smile,animal,bright,"귀여운,동물,비행기,색깔이 밝은,작은",귀여운 외형과 큰 눈으로 사람 얼굴 닮은꼴 매칭에 적합함.
트위터,3230308,https://mapledb.kr/search.php?q=3230308&t=mob,round,cute,8,1,3,부드러운 세로형 외형에 귀여운 인상,https://maplestory.io/api/KMS/389/mob/3230308/render/stand,6,7,2,5,1,big,smile,animal,bright,"귀여운,동물형,비행,색상,유머러스",부드러운 외형과 귀여운 인상으로 사람 얼굴과의 매칭 가능성이 높음.
북치는 토끼,3230400,https://mapledb.kr/search.php?q=3230400&t=mob,round,cute,9,1,2,둥글고 말랑한 외형으로 귀여운 인상,https://maplestory.io/api/KMS/389/mob/3230400/render/stand,7,8,2,6,1,big,smile,animal,bright,"귀여운,토끼,애니메이션,몽환적,유머러스",귀여운 외형과 큰 눈으로 사람 얼굴 닮은꼴 매칭에 적합함.
주니어 씰,3230405,https://mapledb.kr/search.php?q=3230405&t=mob,round,cute,8,1,2,둥글고 말랑한 외형으로 귀여운 인상을 주는 몬스터,https://maplestory.io/api/KMS/389/mob/3230405/render/stand,5,4,3,2,1,none,smile,blob,bright,"귀여운,둥글다,부드럽다,말랑하다,애니메이션","주니어 씰은 귀여운 외형으로 사람 얼굴과의 닮은꼴 매칭이 가능하지만, 얼굴이 뚜렷하지 않아 점수가 낮다."
아이언 호그(히든),4090000,https://mapledb.kr/search.php?q=4090000&t=mob,round,strong,4,3,7,각지고 단단한 외형으로 무표정한 인상,https://maplestory.io/api/KMS/389/mob/4090000/render/stand,5,7,3,6,1,big,neutral,animal,neutral,"강한,귀여운,동물,무표정,아이언","강한 인상과 귀여운 요소가 결합된 외형으로, 사람 얼굴과의 매칭 가능성이 중간 정도."
아이언 뮤테,4110300,https://mapledb.kr/search.php?q=4110300&t=mob,sharp,mysterious,2,7,6,각지고 기계적인 외형으로 기묘한 인상,https://maplestory.io/api/KMS/389/mob/4110300/render/stand,2,3,8,1,1,none,none,object,neutral,"기계적,신비로운,각진,강력한","사람 얼굴과의 유사성이 낮고, 기계적인 외형으로 인해 사물에 가까운 형태."
강화된 아이언 뮤테,4110301,https://mapledb.kr/search.php?q=4110301&t=mob,sharp,cool,2,5,7,각지고 단단한 외형으로 무표정한 인상,https://maplestory.io/api/KMS/389/mob/4110301/render/stand,3,2,8,1,1,none,none,object,neutral,"기계,강화,무표정,각진,단단한","사람 얼굴 닮은꼴 매칭 관점에서 낮은 점수를 받음, 주로 기계적 형태로 인식됨."
미스릴 뮤테,4110302,https://mapledb.kr/search.php?q=4110302&t=mob,round,dark,2,8,5,둥글고 기괴한 외형에 음산한 인상,https://maplestory.io/api/KMS/389/mob/4110302/render/stand,3,4,7,1,1,simple,neutral,object,cool,"기괴한,음산한,둥글고,기계적,어두운","사람 얼굴과의 유사성이 낮고, 기계적인 외형으로 인해 사람 닮은꼴 매칭에 적합하지 않음."
카파 드레이크,4130100,https://mapledb.kr/search.php?q=4130100&t=mob,round,playful,7,2,5,부드러운 세로형 외형에 전투적인 모습,https://maplestory.io/api/KMS/389/mob/4130100/render/stand,4,6,3,8,1,big,smile,animal,green,"귀여운,동물형,전투적,재미있는,부드러운","카파 드레이크는 귀여운 외형과 큰 눈으로 사람 얼굴 닮은꼴 테스트에 적합하지만, 동물적인 특성이 강하다."
엄티,4130101,https://mapledb.kr/search.php?q=4130101&t=mob,round,cute,8,1,3,둥글고 귀여운 외형,https://maplestory.io/api/KMS/389/mob/4130101/render/stand,5,7,2,8,1,big,smile,animal,bright,"귀여운,동물,둥글다,친근한,밝은",귀엽고 둥근 외형으로 사람 얼굴과의 매칭 가능성이 있음.
다크 네펜데스,4130102,https://mapledb.kr/search.php?q=4130102&t=mob,round,dark,2,8,6,"둥글고 음산한 인상, 위협적인 느낌을 주는 보스형 몬스터",https://maplestory.io/api/KMS/389/mob/4130102/render/stand,3,2,7,1,5,none,none,plant,dark,"다크,식물형,위협적,보스형,신비로운","사람 얼굴 닮은꼴 매칭이 어려운 식물형 몬스터로, 얼굴이 잘 보이지 않음."
롬바드,4130103,https://mapledb.kr/search.php?q=4130103&t=mob,none,playful,6,2,7,각지고 단단하며 차분한 인상,https://maplestory.io/api/KMS/389/mob/4130103/render/stand,3,1,8,1,1,none,none,object,bright,"로봇,장난감,귀여운,기계,플레이풀","사람 얼굴이 보이지 않아 닮은꼴 매칭이 낮지만, 장난감 같은 외형으로 귀여운 느낌을 줌."
세르프,4220000,https://mapledb.kr/search.php?q=4220000&t=mob,round,cute,8,1,2,동글동글한 외형에 귀여운 표정,https://maplestory.io/api/KMS/389/mob/4220000/render/stand,4,6,7,2,3,big,smile,object,bright,"귀여운,동글동글,식물형,밝은색,애니메이션",사람 얼굴과의 유사성은 낮지만 귀여운 외형으로 매칭 가능성 있음.
콜드아이,4230100,https://mapledb.kr/search.php?q=4230100&t=mob,round,dark/mysterious,2,8,6,"둥글고 기괴한 외형, 음산한 인상",https://maplestory.io/api/KMS/389/mob/4230100/render/stand,2,3,7,2,1,big,angry,blob,dark,"괴물,음산한,둥글고 기괴한,콜드아이,메이플스토리","사람 얼굴과의 유사성이 낮고, 기괴한 외형으로 인해 식물이나 사물에 가까운 특징을 가짐."
좀비루팡,4230101,https://mapledb.kr/search.php?q=4230101&t=mob,round,cute,8,1,3,둥글고 귀여운 인상,https://maplestory.io/api/KMS/389/mob/4230101/render/stand,6,8,2,4,1,big,smile,animal,bright,"귀여운,동물,유머러스,밝은,친근한","귀엽고 둥근 인상으로 사람 얼굴과의 매칭이 가능하지만, 동물적인 특징이 더 강함."
레이스,4230102,https://mapledb.kr/search.php?q=4230102&t=mob,round,mysterious,5,7,3,부드러운 타원형 외형과 신비로운 분위기,https://maplestory.io/api/KMS/389/mob/4230102/render/stand,4,2,6,1,1,none,none,ghost,neutral,"신비로운,유령,부드러운,어두운,귀여운","사람의 얼굴이 잘 보이지 않아 닮은꼴 매칭이 낮지만, 신비로운 분위기로 인해 일부 유사성이 있음."
아이언 호그,4230103,https://mapledb.kr/search.php?q=4230103&t=mob,round,playful,7,2,5,아이언 호그의 외형과 분위기를 기반으로 한 메이플 몬스터 후보,https://maplestory.io/api/KMS/389/mob/4230103/render/stand,6,8,2,5,1,big,smile,animal,neutral,"귀여운,동물,강한,유머러스,메탈릭",아이언 호그는 귀여운 외형과 큰 눈으로 사람 얼굴과의 매칭이 가능하다.
클랑,4230104,https://mapledb.kr/search.php?q=4230104&t=mob,round,cute,8,1,3,귀여운 표정과 둥근 몸체를 가진 작은 생물,https://maplestory.io/api/KMS/389/mob/4230104/render/stand,6,8,4,5,1,big,smile,animal,bright,"귀여운,작은,동물,표정,둥글다",귀여운 표정과 둥근 형태로 사람 얼굴과의 매칭 가능성이 높음.
네펜데스,4230105,https://mapledb.kr/search.php?q=4230105&t=mob,none,dark,3,8,6,독특하고 기괴한 형상으로 위협적인 인상을 주는 식물,https://maplestory.io/api/KMS/389/mob/4230105/render/stand,2,1,8,1,9,none,open,plant,bright,"식물,위협적,기괴,독특한,어두운",사람 얼굴과의 닮은꼴 매칭이 어려운 식물형 몬스터.
루나픽시,4230106,https://mapledb.kr/search.php?q=4230106&t=mob,round,cute,8,2,3,부드러운 외형과 마법사의 모자를 쓴 몬스터,https://maplestory.io/api/KMS/389/mob/4230106/render/stand,6,7,2,1,1,big,smile,blob,bright,"귀여운,마법사,부드러운,환상적인,작은",부드러운 외형과 큰 눈으로 사람 얼굴과의 닮은꼴 매칭이 가능함.
주니어 불독,4230108,https://mapledb.kr/search.php?q=4230108&t=mob,round,cute,8,1,3,동그란 얼굴과 귀여운 외형을 가진 몬스터,https://maplestory.io/api/KMS/389/mob/4230108/render/stand,6,7,2,8,1,none,neutral,animal,neutral,"귀여운,동물,부드러운,친근한,작은",주니어 불독은 귀여운 외형으로 사람 얼굴과의 닮은꼴 매칭에 적합한 요소가 많음.
블록골렘,4230109,https://mapledb.kr/search.php?q=4230109&t=mob,square,strong,2,1,8,각지고 단단하며 무표정한 인상,https://maplestory.io/api/KMS/389/mob/4230109/render/stand,2,1,8,1,1,none,none,object,neutral,"로봇,강함,각진,무표정,기계","사람의 얼굴 특징이 거의 없고, 기계적인 형태로 인해 사람 닮은꼴 매칭이 낮음."
킹 블록골렘,4230110,https://mapledb.kr/search.php?q=4230110&t=mob,square,strong,2,3,8,각지고 단단하며 무표정한 인상,https://maplestory.io/api/KMS/389/mob/4230110/render/stand,2,1,9,1,1,none,none,object,dark,"로봇,강력함,무표정,각진,기계","사람 얼굴 닮은꼴 매칭 관점에서 낮은 점수, 얼굴이 보이지 않음."
로보토이,4230111,https://mapledb.kr/search.php?q=4230111&t=mob,square,calm,4,2,5,각지고 단단하며 무표정한 인상,https://maplestory.io/api/KMS/389/mob/4230111/render/stand,3,2,8,1,1,none,neutral,object,neutral,"로봇,무표정,기계,귀여운,각진","로봇 형태로 사람 얼굴과의 유사성은 낮지만, 귀여운 인상으로 일부 사람과 매칭될 수 있음."
마스터 로보,4230112,https://mapledb.kr/search.php?q=4230112&t=mob,square,strong,3,2,8,"로봇 형태로 단단하고 각진 외형, 강한 인상을 줌",https://maplestory.io/api/KMS/389/mob/4230112/render/stand,4,5,8,1,1,none,none,object,neutral,"로봇,강한 인상,각진 형태,기계,단단한 외형","로봇 형태로 사람 얼굴과의 유사성은 낮지만, 강한 인상을 주는 외형으로 인해 일부 매칭 가능."
틱톡,4230113,https://mapledb.kr/search.php?q=4230113&t=mob,round,cute,8,1,2,독특한 외형과 애매한 표정으로 신비로운 느낌을 줌,https://maplestory.io/api/KMS/389/mob/4230113/render/stand,5,7,4,2,1,big,smile,blob,bright,"귀여운,몽환적인,동글동글,신비로운,애매한","사람 얼굴과의 유사성이 느껴지지만, 몬스터의 독특한 외형으로 인해 제한적이다."
플래툰 크로노스,4230114,https://mapledb.kr/search.php?q=4230114&t=mob,none,mysterious,3,8,6,어두운 모자와 신비로운 표정을 가진 몬스터,https://maplestory.io/api/KMS/389/mob/4230114/render/stand,2,2,7,1,1,none,open,ghost,dark,"신비로운,어두운,괴물,플래툰 크로노스,게임 캐릭터",사람 얼굴이 잘 보이지 않아 닮은꼴 매칭이 낮음.
마스터 크로노스,4230115,https://mapledb.kr/search.php?q=4230115&t=mob,none,mysterious,3,7,5,괴이한 외형과 다양한 색상의 모자를 가진 몬스터,https://maplestory.io/api/KMS/389/mob/4230115/render/stand,2,1,8,1,1,none,open,blob,dark,"괴물,신비로운,어두운,모자,입이 큰","사람 얼굴이 잘 보이지 않아 닮은꼴 매칭이 어렵지만, 독특한 외형으로 인상적임."
바나드 그레이,4230116,https://mapledb.kr/search.php?q=4230116&t=mob,round,mysterious,6,4,5,신비로운 외형을 가진 여린 모습,https://maplestory.io/api/KMS/389/mob/4230116/render/stand,4,5,3,1,1,big,none,humanoid,cool,"신비로운,여린,귀여운,외형,몽환적인","신비로운 외형을 가진 몬스터로, 사람 얼굴과의 닮은꼴 매칭이 다소 어려움."
울트라 그레이,4230118,https://mapledb.kr/search.php?q=4230118&t=mob,round,mysterious,7,3,5,신비로운 외형과 독특한 디자인을 가진 몬스터,https://maplestory.io/api/KMS/389/mob/4230118/render/stand,6,7,2,1,1,big,neutral,humanoid,bright,"신비로운,귀여운,유니크,캐릭터,몬스터",신비로운 외형과 큰 눈으로 사람 얼굴과의 매칭 가능성이 있음.
마티안,4230119,https://mapledb.kr/search.php?q=4230119&t=mob,round,playful,7,2,5,둥글고 기괴한 외형에 독특한 요소가 혼합된 모습,https://maplestory.io/api/KMS/389/mob/4230119/render/stand,3,4,6,2,1,none,neutral,object,bright,"기괴한,둥글다,유머러스,로봇,플레이풀","사람 얼굴과의 유사성은 낮지만, 기괴한 외형이 독특한 매력을 지님."
플라티안,4230120,https://mapledb.kr/search.php?q=4230120&t=mob,round,mysterious,5,4,6,독특한 형태와 불규칙한 눈으로 신비로운 인상,https://maplestory.io/api/KMS/389/mob/4230120/render/stand,3,4,7,2,1,big,none,object,dark,"신비로운,독특한,우주,로봇,귀여운","사람 얼굴 닮은꼴 매칭 관점에서 독특한 형태와 눈이 있지만, 얼굴이 명확하지 않아 낮은 점수."
메카티안,4230121,https://mapledb.kr/search.php?q=4230121&t=mob,round,mysterious,4,5,7,독특한 형태와 신비로운 분위기로 강한 인상을 남길 수 있음,https://maplestory.io/api/KMS/389/mob/4230121/render/stand,3,2,8,1,1,none,none,object,cool,"로봇,신비로운,기계,강력한,독특한",사람 얼굴 닮은꼴 매칭 관점에서 기계적이고 독특한 형태로 사람과의 유사성은 낮음.
스파커,4230123,https://mapledb.kr/search.php?q=4230123&t=mob,round,playful,7,2,6,"둥글고 부드러운 외형, 그러나 강력한 존재감",https://maplestory.io/api/KMS/389/mob/4230123/render/stand,4,3,5,6,1,none,open,blob,cool,"귀여운,강력한,블루,해양,유머러스","부드러운 외형과 강력한 존재감으로 사람 얼굴 닮은꼴 매칭에 적합하지만, 얼굴이 잘 보이지 않아 점수가 낮음."
프리져,4230124,https://mapledb.kr/search.php?q=4230124&t=mob,round,mysterious,7,3,5,"훈훈한 모습을 하고 있지만, 신비로운 분위기를 지닌 존재",https://maplestory.io/api/KMS/389/mob/4230124/render/stand,4,5,3,6,1,none,neutral,animal,cool,"신비로운,귀여운,동물형,차가운,훈훈한","사람 얼굴 닮은꼴 매칭 관점에서 동물적인 요소가 강하며, 신비로운 분위기를 지니고 있어 사람과의 유사성은 낮음."
스켈독,4230125,https://mapledb.kr/search.php?q=4230125&t=mob,small,dark,4,8,5,해골 형태로 기괴한 인상을 주며 어두운 분위기,https://maplestory.io/api/KMS/389/mob/4230125/render/stand,3,4,6,5,1,none,neutral,animal,neutral,"해골,어두운,귀여운,애니멀,기괴한","스켈독은 해골 형태로 사람 얼굴과의 유사성이 낮지만, 귀여운 동물 형태로 매칭 가능성이 있음."
머미독,4230126,https://mapledb.kr/search.php?q=4230126&t=mob,small,dark,3,8,5,불안한 분위기를 풍기는 무서운 모습,https://maplestory.io/api/KMS/389/mob/4230126/render/stand,4,3,6,5,1,none,neutral,animal,neutral,"머미,어두운,동물,무서운,신비로운","사람 얼굴 닮은꼴 매칭이 낮지만, 동물적인 요소가 강함."
푸퍼,4230200,https://mapledb.kr/search.php?q=4230200&t=mob,round,cute,8,1,3,부풀어 오른 몸체로 특이한 외형을 가진 몬스터,https://maplestory.io/api/KMS/389/mob/4230200/render/stand,2,4,7,3,1,big,smile,blob,bright,"귀여운,물고기,부풀어 오른,특이한,색색의",사람 얼굴과의 유사성은 낮지만 귀여운 외형으로 매칭 가능성이 있음.
포이즌 푸퍼,4230201,https://mapledb.kr/search.php?q=4230201&t=mob,round,playful,8,2,3,완만한 곡선이 있는 독특한 형태로 신비로운 인상을 준다.,https://maplestory.io/api/KMS/389/mob/4230201/render/stand,4,5,7,6,1,big,smile,fish,bright,"귀여운,신비로운,물고기,플레이풀,색색의","포이즌 푸퍼는 귀여운 물고기 형태로, 사람 얼굴과의 닮은꼴 매칭이 낮지만, 독특한 특징으로 인해 재미있는 조합을 이룰 수 있다."
월묘,4230300,https://mapledb.kr/search.php?q=4230300&t=mob,round,cute,8,1,2,"작고 귀여운 형태로, 먹이를 물고 있는 모습",https://maplestory.io/api/KMS/389/mob/4230300/render/stand,6,7,2,8,1,big,smile,animal,bright,"귀여운,작은,동물,밝은,활발","작고 귀여운 형태로 사람 얼굴과의 매칭이 가능하지만, 동물적인 특징이 강함."
아이언보어,4230400,https://mapledb.kr/search.php?q=4230400&t=mob,round,strong,3,4,7,무표정의 금속 갑옷을 입은 몬스터,https://maplestory.io/api/KMS/389/mob/4230400/render/stand,4,5,6,3,1,none,neutral,animal,dark,"강력한,금속,무표정,동물,아이언보어","무표정의 금속 갑옷을 입은 형태로, 사람 얼굴과의 닮은꼴 매칭이 낮음."
별다람쥐,4230500,https://mapledb.kr/search.php?q=4230500&t=mob,round,cute,9,1,3,귀엽고 동글동글한 외형의 다람쥐,https://maplestory.io/api/KMS/389/mob/4230500/render/stand,7,8,2,9,1,big,smile,animal,bright,"귀여운,다람쥐,동글동글,애니멀,플레이풀",귀엽고 동글동글한 외형으로 사람 얼굴과의 매칭이 잘 어울림.
호저,4230501,https://mapledb.kr/search.php?q=4230501&t=mob,round,cute,8,1,3,부드러운 형태와 귀여운 외모를 가진 핀을 가진 생물,https://maplestory.io/api/KMS/389/mob/4230501/render/stand,6,7,2,8,1,big,smile,animal,neutral,"귀여운,동물,부드러운,작은,친근한",부드러운 형태와 귀여운 외모로 사람 얼굴 닮은꼴 테스트에 적합함.
흑저,4230502,https://mapledb.kr/search.php?q=4230502&t=mob,round,cute,8,2,3,작고 둥글며 뾰족한 털로 둘러싸여 있는 생김새,https://maplestory.io/api/KMS/389/mob/4230502/render/stand,4,6,2,7,1,big,smile,animal,neutral,"귀여운,작은,동물,둥글다,털이 많다",작고 귀여운 외모로 사람 얼굴과의 매칭이 다소 어려움.
청화사,4230503,https://mapledb.kr/search.php?q=4230503&t=mob,round,mysterious,8,2,3,꽃으로 장식된 독특한 외모로 신비로운 느낌을 주는 몬스터,https://maplestory.io/api/KMS/389/mob/4230503/render/stand,4,6,5,2,7,big,neutral,blob,bright,"신비로운,꽃,귀여운,독특한,몽환적인","꽃으로 장식된 외모로 사람 얼굴과의 매칭이 다소 어려우나, 귀여운 요소가 있어 일부 유사성이 있음."
홍화사,4230504,https://mapledb.kr/search.php?q=4230504&t=mob,round,cute,8,1,2,"부드럽고 귀여운 외모, 꽃장식을 가진 친근한 모습",https://maplestory.io/api/KMS/389/mob/4230504/render/stand,6,7,3,2,4,sleepy,neutral,blob,bright,"귀여운,꽃장식,부드러운,친근한,몬스터",부드럽고 귀여운 외모로 사람 얼굴 닮은꼴 테스트에 적합함.
단지,4230505,https://mapledb.kr/search.php?q=4230505&t=mob,round,mysterious,6,4,3,"둥글고 부드러운 형태, 조용하지만 다소 기괴한 인상",https://maplestory.io/api/KMS/389/mob/4230505/render/stand,2,2,8,1,1,none,none,object,neutral,"기괴한,둥글다,조용한,신비로운","사람의 얼굴과 닮은꼴 요소가 적고, 주로 물체에 가까운 형태."
삼단지,4230506,https://mapledb.kr/search.php?q=4230506&t=mob,round,cute,7,2,3,독특한 형태의 도자기와 식물의 조화로 신비로운 느낌을 줌,https://maplestory.io/api/KMS/389/mob/4230506/render/stand,5,6,8,2,4,big,neutral,object,neutral,"귀여운,도자기,식물,신비로운,몬스터","사람 얼굴과의 유사성은 중간 정도이며, 도자기와 식물의 조화로 독특한 매력을 지님."
원로 그레이,4240000,https://mapledb.kr/search.php?q=4240000&t=mob,round,mysterious,4,6,7,신비로운 외모와 기괴한 느낌이 조화를 이룬 모습,https://maplestory.io/api/KMS/389/mob/4240000/render/stand,3,5,7,1,1,big,neutral,object,cool,"신비로운,기괴한,우주,몽환적,비현실적","사람의 얼굴과는 다소 거리가 있지만, 신비로운 느낌이 강해 독특한 매칭 가능성 존재."
이끼 달팽이,4250000,https://mapledb.kr/search.php?q=4250000&t=mob,round,cute,7,2,3,부드러운 형태와 잎이 덮인 등껍질을 가진 모습,https://maplestory.io/api/KMS/389/mob/4250000/render/stand,4,6,5,2,4,big,neutral,blob,green,"귀여운,부드러운,식물,달팽이,몬스터","부드러운 형태와 큰 눈으로 귀여운 느낌을 주지만, 사람 얼굴과의 유사성은 낮음."
셰이드,5090000,https://mapledb.kr/search.php?q=5090000&t=mob,round,mysterious,5,8,4,어두운 망토를 두르고 신비로운 분위기를 풍기는 몬스터,https://maplestory.io/api/KMS/389/mob/5090000/render/stand,3,2,4,1,1,big,none,ghost,dark,"신비로운,어두운,귀여운,몽환적인,유령","사람 얼굴이 잘 보이지 않아 닮은꼴 매칭이 낮지만, 신비로운 분위기로 인해 일부 사람과 연관될 수 있음."
선인인형,5090001,https://mapledb.kr/search.php?q=5090001&t=mob,round,cute,8,1,3,"귀엽고 부드러운 외형의 인형으로, 공격적인 모습은 없음",https://maplestory.io/api/KMS/389/mob/5090001/render/stand,4,3,7,1,1,none,neutral,object,neutral,"귀여운,인형,목재,부드러운,무해한","사람 얼굴과의 유사성은 낮지만, 귀여운 외형으로 인해 일부 사람과 매칭될 수 있음."
주니어 예티,5100000,https://mapledb.kr/search.php?q=5100000&t=mob,round,cute,8,1,2,작고 동글동글한 외형으로 귀여운 인상,https://maplestory.io/api/KMS/389/mob/5100000/render/stand,5,4,3,2,1,big,smile,blob,bright,"귀여운,동글동글,작은,흰색,플레이풀","주니어 예티는 귀여운 외형으로 사람 얼굴과의 닮은꼴 매칭이 가능하지만, 얼굴이 뚜렷하지 않아 점수가 중간 정도."
파이어봄,5100002,https://mapledb.kr/search.php?q=5100002&t=mob,round,mysterious,4,6,7,불꽃이 있는 둥근 형태로 위협적이고 신비로운 인상,https://maplestory.io/api/KMS/389/mob/5100002/render/stand,3,2,8,1,1,sharp,neutral,object,warm,"불꽃,신비로운,위협적,둥근 형태,몬스터","사람 얼굴 닮은꼴 매칭 관점에서 낮은 점수, 얼굴이 잘 보이지 않음."
호돌이,5100003,https://mapledb.kr/search.php?q=5100003&t=mob,sharp,strong,4,3,8,강렬한 표정과 근육질의 몸으로 강함을 상징하는 호돌이,https://maplestory.io/api/KMS/389/mob/5100003/render/stand,3,5,2,9,1,sharp,angry,animal,warm,"호돌이,강렬한,근육질,동물,강함","호돌이는 강렬한 표정과 근육질의 몸을 가진 동물형 몬스터로, 사람 얼굴과의 닮은꼴 매칭이 낮음."
삼미호,5100004,https://mapledb.kr/search.php?q=5100004&t=mob,round,cute,8,1,3,귀여운 외모와 아기자기한 특징,https://maplestory.io/api/KMS/389/mob/5100004/render/stand,6,8,2,7,1,big,smile,animal,warm,"귀여운,여우,아기자기,동물,메이플스토리",귀여운 외모와 큰 눈으로 사람 얼굴 닮은꼴 테스트에 적합.
호걸,5100005,https://mapledb.kr/search.php?q=5100005&t=mob,round,strong,3,2,8,강력한 체격과 자신감 있는 포즈를 가진 호걸,https://maplestory.io/api/KMS/389/mob/5100005/render/stand,6,7,2,8,1,sharp,neutral,humanoid,warm,"호걸,강력한,자신감,호랑이,귀여운,강함",강력한 체격과 자신감 있는 포즈로 사람 얼굴 닮은꼴 매칭에 적합.
강화된 미스릴 뮤테,5110300,https://mapledb.kr/search.php?q=5110300&t=mob,round,mysterious,6,4,5,"부드러운 곡선을 가진 형태로, 기계적인 요소가 있어 신비로운 분위기를 자아냄",https://maplestory.io/api/KMS/389/mob/5110300/render/stand,3,2,7,1,1,none,neutral,object,dark,"신비로운,기계적,부드러운,둥근,강화된","사람 얼굴과의 유사성이 낮고, 기계적인 요소가 강조된 몬스터입니다."
로이드,5110301,https://mapledb.kr/search.php?q=5110301&t=mob,square,playful,6,2,4,직사각형의 형태로 안정적인 인상,https://maplestory.io/api/KMS/389/mob/5110301/render/stand,3,2,8,1,1,none,none,object,neutral,"로이드,기계,장난감,귀여운,플레이풀",사람 얼굴 닮은꼴 매칭 관점에서 기계적인 형태로 사람과의 유사성은 낮음.
