name,source_url,face_shape,vibe,cute_level,dark_level,power_level,description,image_url
"엄티 LEVEL 46 HP 2,550 EXP 110",https://mapledb.kr/search.php?q=4130101&t=mob,round,cute,5,3,5,"엄티 LEVEL 46 HP 2,550 EXP 110의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"다크 네펜데스 LEVEL 47 HP 2,700 EXP 115",https://mapledb.kr/search.php?q=4130102&t=mob,round,cute,5,3,5,"다크 네펜데스 LEVEL 47 HP 2,700 EXP 115의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"롬바드 LEVEL 47 HP 11,000 EXP 720",https://mapledb.kr/search.php?q=4130103&t=mob,round,cute,5,3,5,"롬바드 LEVEL 47 HP 11,000 EXP 720의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"세르프 LEVEL 45 HP 7,800 EXP 330",https://mapledb.kr/search.php?q=4220000&t=mob,round,cute,5,3,5,"세르프 LEVEL 45 HP 7,800 EXP 330의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"세르프 LEVEL 45 HP 2,550 EXP 0",https://mapledb.kr/search.php?q=4220001&t=mob,round,cute,5,3,5,"세르프 LEVEL 45 HP 2,550 EXP 0의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"콜드아이 LEVEL 40 HP 2,000 EXP 85",https://mapledb.kr/search.php?q=4230100&t=mob,round,cute,5,3,5,"콜드아이 LEVEL 40 HP 2,000 EXP 85의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"좀비루팡 LEVEL 40 HP 1,800 EXP 90",https://mapledb.kr/search.php?q=4230101&t=mob,round,cute,5,3,5,"좀비루팡 LEVEL 40 HP 1,800 EXP 90의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"레이스 LEVEL 48 HP 2,800 EXP 120",https://mapledb.kr/search.php?q=4230102&t=mob,round,cute,5,3,5,"레이스 LEVEL 48 HP 2,800 EXP 120의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"아이언 호그 LEVEL 42 HP 2,200 EXP 99",https://mapledb.kr/search.php?q=4230103&t=mob,round,cute,5,3,5,"아이언 호그 LEVEL 42 HP 2,200 EXP 99의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"클랑 LEVEL 48 HP 3,000 EXP 128",https://mapledb.kr/search.php?q=4230104&t=mob,round,cute,5,3,5,"클랑 LEVEL 48 HP 3,000 EXP 128의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"네펜데스 LEVEL 42 HP 2,100 EXP 99",https://mapledb.kr/search.php?q=4230105&t=mob,round,cute,5,3,5,"네펜데스 LEVEL 42 HP 2,100 EXP 99의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"루나픽시 LEVEL 45 HP 2,500 EXP 105",https://mapledb.kr/search.php?q=4230106&t=mob,round,cute,5,3,5,"루나픽시 LEVEL 45 HP 2,500 EXP 105의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"플라이아이 LEVEL 41 HP 1,600 EXP 95",https://mapledb.kr/search.php?q=4230107&t=mob,round,cute,5,3,5,"플라이아이 LEVEL 41 HP 1,600 EXP 95의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"주니어 불독 LEVEL 43 HP 2,300 EXP 102",https://mapledb.kr/search.php?q=4230108&t=mob,round,cute,5,3,5,"주니어 불독 LEVEL 43 HP 2,300 EXP 102의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"블록골렘 LEVEL 42 HP 2,400 EXP 102",https://mapledb.kr/search.php?q=4230109&t=mob,round,cute,5,3,5,"블록골렘 LEVEL 42 HP 2,400 EXP 102의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"킹 블록골렘 LEVEL 45 HP 2,600 EXP 110",https://mapledb.kr/search.php?q=4230110&t=mob,round,cute,5,3,5,"킹 블록골렘 LEVEL 45 HP 2,600 EXP 110의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"로보토이 LEVEL 41 HP 2,000 EXP 99",https://mapledb.kr/search.php?q=4230111&t=mob,round,cute,5,3,5,"로보토이 LEVEL 41 HP 2,000 EXP 99의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"마스터 로보 LEVEL 44 HP 2,450 EXP 105",https://mapledb.kr/search.php?q=4230112&t=mob,round,cute,5,3,5,"마스터 로보 LEVEL 44 HP 2,450 EXP 105의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"틱톡 LEVEL 40 HP 1,900 EXP 95",https://mapledb.kr/search.php?q=4230113&t=mob,round,cute,5,3,5,"틱톡 LEVEL 40 HP 1,900 EXP 95의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"플래툰 크로노스 LEVEL 41 HP 2,050 EXP 99",https://mapledb.kr/search.php?q=4230114&t=mob,round,cute,5,3,5,"플래툰 크로노스 LEVEL 41 HP 2,050 EXP 99의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"마스터 크로노스 LEVEL 46 HP 2,600 EXP 115",https://mapledb.kr/search.php?q=4230115&t=mob,round,cute,5,3,5,"마스터 크로노스 LEVEL 46 HP 2,600 EXP 115의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"바나드 그레이 LEVEL 40 HP 1,930 EXP 95",https://mapledb.kr/search.php?q=4230116&t=mob,round,cute,5,3,5,"바나드 그레이 LEVEL 40 HP 1,930 EXP 95의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"제타 그레이 LEVEL 42 HP 2,300 EXP 102",https://mapledb.kr/search.php?q=4230117&t=mob,round,cute,5,3,5,"제타 그레이 LEVEL 42 HP 2,300 EXP 102의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"울트라 그레이 LEVEL 45 HP 2,550 EXP 110",https://mapledb.kr/search.php?q=4230118&t=mob,round,cute,5,3,5,"울트라 그레이 LEVEL 45 HP 2,550 EXP 110의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"마티안 LEVEL 41 HP 2,080 EXP 99",https://mapledb.kr/search.php?q=4230119&t=mob,round,cute,5,3,5,"마티안 LEVEL 41 HP 2,080 EXP 99의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"플라티안 LEVEL 44 HP 2,480 EXP 105",https://mapledb.kr/search.php?q=4230120&t=mob,round,cute,5,3,5,"플라티안 LEVEL 44 HP 2,480 EXP 105의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"메카티안 LEVEL 46 HP 2,600 EXP 110",https://mapledb.kr/search.php?q=4230121&t=mob,round,cute,5,3,5,"메카티안 LEVEL 46 HP 2,600 EXP 110의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"스파커 LEVEL 43 HP 2,400 EXP 103",https://mapledb.kr/search.php?q=4230123&t=mob,round,cute,5,3,5,"스파커 LEVEL 43 HP 2,400 EXP 103의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"프리져 LEVEL 42 HP 2,300 EXP 102",https://mapledb.kr/search.php?q=4230124&t=mob,round,cute,5,3,5,"프리져 LEVEL 42 HP 2,300 EXP 102의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"스켈독 LEVEL 44 HP 2,450 EXP 107",https://mapledb.kr/search.php?q=4230125&t=mob,round,cute,5,3,5,"스켈독 LEVEL 44 HP 2,450 EXP 107의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"머미독 LEVEL 47 HP 2,750 EXP 117",https://mapledb.kr/search.php?q=4230126&t=mob,round,cute,5,3,5,"머미독 LEVEL 47 HP 2,750 EXP 117의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"푸퍼 LEVEL 40 HP 1,900 EXP 95",https://mapledb.kr/search.php?q=4230200&t=mob,round,cute,5,3,5,"푸퍼 LEVEL 40 HP 1,900 EXP 95의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"포이즌 푸퍼 LEVEL 40 HP 1,910 EXP 97",https://mapledb.kr/search.php?q=4230201&t=mob,round,cute,5,3,5,"포이즌 푸퍼 LEVEL 40 HP 1,910 EXP 97의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"월묘 LEVEL 45 HP 2,600 EXP 110",https://mapledb.kr/search.php?q=4230300&t=mob,round,cute,5,3,5,"월묘 LEVEL 45 HP 2,600 EXP 110의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"아이언보어 LEVEL 45 HP 2,650 EXP 115",https://mapledb.kr/search.php?q=4230400&t=mob,round,cute,5,3,5,"아이언보어 LEVEL 45 HP 2,650 EXP 115의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"별다람쥐 LEVEL 40 HP 1,900 EXP 95",https://mapledb.kr/search.php?q=4230500&t=mob,round,cute,5,3,5,"별다람쥐 LEVEL 40 HP 1,900 EXP 95의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"호저 LEVEL 41 HP 2,000 EXP 99",https://mapledb.kr/search.php?q=4230501&t=mob,round,cute,5,3,5,"호저 LEVEL 41 HP 2,000 EXP 99의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"흑저 LEVEL 43 HP 2,400 EXP 103",https://mapledb.kr/search.php?q=4230502&t=mob,round,cute,5,3,5,"흑저 LEVEL 43 HP 2,400 EXP 103의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"청화사 LEVEL 45 HP 2,550 EXP 110",https://mapledb.kr/search.php?q=4230503&t=mob,round,cute,5,3,5,"청화사 LEVEL 45 HP 2,550 EXP 110의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"홍화사 LEVEL 45 HP 2,550 EXP 110",https://mapledb.kr/search.php?q=4230504&t=mob,round,cute,5,3,5,"홍화사 LEVEL 45 HP 2,550 EXP 110의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"단지 LEVEL 47 HP 2,700 EXP 117",https://mapledb.kr/search.php?q=4230505&t=mob,round,cute,5,3,5,"단지 LEVEL 47 HP 2,700 EXP 117의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"삼단지 LEVEL 48 HP 2,800 EXP 123",https://mapledb.kr/search.php?q=4230506&t=mob,round,cute,5,3,5,"삼단지 LEVEL 48 HP 2,800 EXP 123의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"모래거인 LEVEL 40 HP 1,800 EXP 95",https://mapledb.kr/search.php?q=4230600&t=mob,round,cute,5,3,5,"모래거인 LEVEL 40 HP 1,800 EXP 95의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"원로 그레이 LEVEL 49 HP 9,000 EXP 580",https://mapledb.kr/search.php?q=4240000&t=mob,round,cute,5,3,5,"원로 그레이 LEVEL 49 HP 9,000 EXP 580의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"이끼 달팽이 LEVEL 42 HP 2,400 EXP 102",https://mapledb.kr/search.php?q=4250000&t=mob,round,cute,5,3,5,"이끼 달팽이 LEVEL 42 HP 2,400 EXP 102의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"트리로드 LEVEL 46 HP 2,600 EXP 112",https://mapledb.kr/search.php?q=4250001&t=mob,round,cute,5,3,5,"트리로드 LEVEL 46 HP 2,600 EXP 112의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"셰이드 LEVEL 56 HP 4,800 EXP 180",https://mapledb.kr/search.php?q=5090000&t=mob,round,cute,5,3,5,"셰이드 LEVEL 56 HP 4,800 EXP 180의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"선인인형 LEVEL 59 HP 5,600 EXP 220",https://mapledb.kr/search.php?q=5090001&t=mob,round,cute,5,3,5,"선인인형 LEVEL 59 HP 5,600 EXP 220의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"주니어 예티 LEVEL 50 HP 3,700 EXP 135",https://mapledb.kr/search.php?q=5100000&t=mob,round,cute,5,3,5,"주니어 예티 LEVEL 50 HP 3,700 EXP 135의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"주니어 예티 LEVEL 50 HP 3,700 EXP 0",https://mapledb.kr/search.php?q=5100001&t=mob,round,cute,5,3,5,"주니어 예티 LEVEL 50 HP 3,700 EXP 0의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"파이어봄 LEVEL 51 HP 3,600 EXP 142",https://mapledb.kr/search.php?q=5100002&t=mob,round,cute,5,3,5,"파이어봄 LEVEL 51 HP 3,600 EXP 142의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"호돌이 LEVEL 50 HP 3,800 EXP 140",https://mapledb.kr/search.php?q=5100003&t=mob,round,cute,5,3,5,"호돌이 LEVEL 50 HP 3,800 EXP 140의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"삼미호 LEVEL 56 HP 4,500 EXP 185",https://mapledb.kr/search.php?q=5100004&t=mob,round,cute,5,3,5,"삼미호 LEVEL 56 HP 4,500 EXP 185의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"호걸 LEVEL 53 HP 4,500 EXP 165",https://mapledb.kr/search.php?q=5100005&t=mob,round,cute,5,3,5,"호걸 LEVEL 53 HP 4,500 EXP 165의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"강화된 미스릴 뮤테 LEVEL 50 HP 3,000 EXP 135",https://mapledb.kr/search.php?q=5110300&t=mob,round,cute,5,3,5,"강화된 미스릴 뮤테 LEVEL 50 HP 3,000 EXP 135의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"로이드 LEVEL 54 HP 4,400 EXP 168",https://mapledb.kr/search.php?q=5110301&t=mob,round,cute,5,3,5,"로이드 LEVEL 54 HP 4,400 EXP 168의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"네오 휴로이드 LEVEL 58 HP 5,600 EXP 205",https://mapledb.kr/search.php?q=5110302&t=mob,round,cute,5,3,5,"네오 휴로이드 LEVEL 58 HP 5,600 EXP 205의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"러스터픽시 LEVEL 52 HP 4,000 EXP 155",https://mapledb.kr/search.php?q=5120000&t=mob,round,cute,5,3,5,"러스터픽시 LEVEL 52 HP 4,000 EXP 155의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"샐리온 LEVEL 53 HP 4,200 EXP 160",https://mapledb.kr/search.php?q=5120001&t=mob,round,cute,5,3,5,"샐리온 LEVEL 53 HP 4,200 EXP 160의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"라이오너 LEVEL 53 HP 4,200 EXP 160",https://mapledb.kr/search.php?q=5120002&t=mob,round,cute,5,3,5,"라이오너 LEVEL 53 HP 4,200 EXP 160의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"그류핀 LEVEL 53 HP 4,200 EXP 160",https://mapledb.kr/search.php?q=5120003&t=mob,round,cute,5,3,5,"그류핀 LEVEL 53 HP 4,200 EXP 160의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"머신 MT-09 LEVEL 54 HP 13,500 EXP 980",https://mapledb.kr/search.php?q=5120100&t=mob,round,cute,5,3,5,"머신 MT-09 LEVEL 54 HP 13,500 EXP 980의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"달곰 LEVEL 56 HP 4,800 EXP 185",https://mapledb.kr/search.php?q=5120500&t=mob,round,cute,5,3,5,"달곰 LEVEL 56 HP 4,800 EXP 185의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"도라지 LEVEL 53 HP 4,200 EXP 160",https://mapledb.kr/search.php?q=5120501&t=mob,round,cute,5,3,5,"도라지 LEVEL 53 HP 4,200 EXP 160의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"늙은 도라지 LEVEL 54 HP 4,400 EXP 168",https://mapledb.kr/search.php?q=5120502&t=mob,round,cute,5,3,5,"늙은 도라지 LEVEL 54 HP 4,400 EXP 168의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"훈련용 짚인형 LEVEL 50 HP 3,000 EXP 135",https://mapledb.kr/search.php?q=5120503&t=mob,round,cute,5,3,5,"훈련용 짚인형 LEVEL 50 HP 3,000 EXP 135의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"훈련용 나무인형 LEVEL 51 HP 3,200 EXP 142",https://mapledb.kr/search.php?q=5120504&t=mob,round,cute,5,3,5,"훈련용 나무인형 LEVEL 51 HP 3,200 EXP 142의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"천록 LEVEL 58 HP 5,600 EXP 205",https://mapledb.kr/search.php?q=5120505&t=mob,round,cute,5,3,5,"천록 LEVEL 58 HP 5,600 EXP 205의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"비급 LEVEL 55 HP 4,500 EXP 175",https://mapledb.kr/search.php?q=5120506&t=mob,round,cute,5,3,5,"비급 LEVEL 55 HP 4,500 EXP 175의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"드레이크 LEVEL 50 HP 3,200 EXP 135",https://mapledb.kr/search.php?q=5130100&t=mob,round,cute,5,3,5,"드레이크 LEVEL 50 HP 3,200 EXP 135의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"스톤골렘 LEVEL 55 HP 4,000 EXP 170",https://mapledb.kr/search.php?q=5130101&t=mob,round,cute,5,3,5,"스톤골렘 LEVEL 55 HP 4,000 EXP 170의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"다크 스톤골렘 LEVEL 58 HP 4,800 EXP 200",https://mapledb.kr/search.php?q=5130102&t=mob,round,cute,5,3,5,"다크 스톤골렘 LEVEL 58 HP 4,800 EXP 200의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"크로코 LEVEL 52 HP 3,800 EXP 170",https://mapledb.kr/search.php?q=5130103&t=mob,round,cute,5,3,5,"크로코 LEVEL 52 HP 3,800 EXP 170의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"헥터 LEVEL 55 HP 4,600 EXP 170",https://mapledb.kr/search.php?q=5130104&t=mob,round,cute,5,3,5,"헥터 LEVEL 55 HP 4,600 EXP 170의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"다크 주니어 예티 LEVEL 56 HP 4,400 EXP 180",https://mapledb.kr/search.php?q=5130105&t=mob,round,cute,5,3,5,"다크 주니어 예티 LEVEL 56 HP 4,400 EXP 180의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"다크 주니어 예티 LEVEL 56 HP 4,400 EXP 0",https://mapledb.kr/search.php?q=5130106&t=mob,round,cute,5,3,5,"다크 주니어 예티 LEVEL 56 HP 4,400 EXP 0의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"쿨리 좀비 LEVEL 57 HP 4,500 EXP 190",https://mapledb.kr/search.php?q=5130107&t=mob,round,cute,5,3,5,"쿨리 좀비 LEVEL 57 HP 4,500 EXP 190의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"마이너 좀비 LEVEL 57 HP 4,500 EXP 190",https://mapledb.kr/search.php?q=5130108&t=mob,round,cute,5,3,5,"마이너 좀비 LEVEL 57 HP 4,500 EXP 190의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"화이트팽 LEVEL 58 HP 5,800 EXP 220",https://mapledb.kr/search.php?q=5140000&t=mob,round,cute,5,3,5,"화이트팽 LEVEL 58 HP 5,800 EXP 220의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"믹스골렘 LEVEL 59 HP 6,000 EXP 210",https://mapledb.kr/search.php?q=5150000&t=mob,round,cute,5,3,5,"믹스골렘 LEVEL 59 HP 6,000 EXP 210의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"스켈레톤 사병 LEVEL 57 HP 4,600 EXP 190",https://mapledb.kr/search.php?q=5150001&t=mob,round,cute,5,3,5,"스켈레톤 사병 LEVEL 57 HP 4,600 EXP 190의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
주니어 스톤볼 LEVEL 23 HP 600 EXP 40,https://mapledb.kr/search.php?q=5200000&t=mob,round,cute,5,3,5,주니어 스톤볼 LEVEL 23 HP 600 EXP 40의 외형과 분위기를 기반으로 한 메이플 몬스터 후보,https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
아이스 스톤볼 LEVEL 30 HP 900 EXP 55,https://mapledb.kr/search.php?q=5200001&t=mob,round,cute,5,3,5,아이스 스톤볼 LEVEL 30 HP 900 EXP 55의 외형과 분위기를 기반으로 한 메이플 몬스터 후보,https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
파이어 스톤볼 LEVEL 30 HP 900 EXP 55,https://mapledb.kr/search.php?q=5200002&t=mob,round,cute,5,3,5,파이어 스톤볼 LEVEL 30 HP 900 EXP 55의 외형과 분위기를 기반으로 한 메이플 몬스터 후보,https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"킹크랑 LEVEL 55 HP 25,000 EXP 1,210",https://mapledb.kr/search.php?q=5220000&t=mob,round,cute,5,3,5,"킹크랑 LEVEL 55 HP 25,000 EXP 1,210의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"킹크랑 LEVEL 55 HP 4,000 EXP 0",https://mapledb.kr/search.php?q=5220001&t=mob,round,cute,5,3,5,"킹크랑 LEVEL 55 HP 4,000 EXP 0의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"파우스트 LEVEL 50 HP 9,800 EXP 410",https://mapledb.kr/search.php?q=5220002&t=mob,round,cute,5,3,5,"파우스트 LEVEL 50 HP 9,800 EXP 410의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"타이머 LEVEL 59 HP 21,000 EXP 650",https://mapledb.kr/search.php?q=5220003&t=mob,round,cute,5,3,5,"타이머 LEVEL 59 HP 21,000 EXP 650의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"이끼버섯 LEVEL 55 HP 4,400 EXP 175",https://mapledb.kr/search.php?q=5250000&t=mob,round,cute,5,3,5,"이끼버섯 LEVEL 55 HP 4,400 EXP 175의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"스톤버그 LEVEL 51 HP 3,600 EXP 142",https://mapledb.kr/search.php?q=5250001&t=mob,round,cute,5,3,5,"스톤버그 LEVEL 51 HP 3,600 EXP 142의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"원시멧돼지 LEVEL 57 HP 4,500 EXP 200",https://mapledb.kr/search.php?q=5250002&t=mob,round,cute,5,3,5,"원시멧돼지 LEVEL 57 HP 4,500 EXP 200의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"리티 LEVEL 32 HP 1,000 EXP 60",https://mapledb.kr/search.php?q=5300000&t=mob,round,cute,5,3,5,"리티 LEVEL 32 HP 1,000 EXP 60의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
